OBJECTID,KBIF ID,Facility Name,Facility Street Address,City Name,State,Zip Code ,County Name,Area Development District,NAICS Code,Building Sq Footage,Number of Employees,Average Trucks per Day,Truck Bays,Average Trains Week,Facility Length of Rail,Number of Rail Doors,Prior CHAF ID,Completed CHAF ID,Existing CHAF ID,Intermodal Connector Needs,Comments,Meets Criteria,Area Development District Name,County Number,District Number,District Name,RT Unique,Road Name,Route Prefix,Route Suffix,Route Label,Update Indicator,GUID_Str,End Active Date,GlobalID,last_edited_date,created_user,created_date,last_edited_user,MP,RT_NUMBER,x,y
1565,0,Master Provisions,7725 Foundation Dr,Florence,KY,41042,Kenton,NKADD,561320,19000,10,12,6,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,59,6,Covington,,,,,,2,03F86AF0-A5CE-467A-A611-CC2A773CE149,,c48073d4-77f5-4d47-bde9-d7d62ad0e6d5,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9417203.1901,4719183.3283
1566,5524,Univance Inc,3400 Corporate Dr,Winchester,KY,40391-9665,Clark,BGADD,"333924, 336999",167895,185,14,7,0,0,0, , , , ,"BLDG_SQ_FT, ATD EST",YES,BLUEGRASS ADD,25,7,Lexington,,,,,,2,C0695263-F3F2-4AAB-A9E4-CC7521500C88,,0e633568-0273-428e-9cef-17efd7716faf,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9371434.9485,4583038.0314
1567,0,CHAPIN INTERNATIONAL INC.,276 INDUSTRIAL PARK RD,Mt Vernon,KY,40456,Rockcastle,CVADD, ,224000,0,0,0,0,0,0, , , , ,"NEW FEATURE, GOOGLE SEARCH 8/21 SHOWS FACILITY IS OPEN",YES,CUMBERLAND VALLEY ADD,102,8,Somerset,,,,,,2,2CE8014A-DAB1-43B6-9B11-CCFEE8F6C217,,fc3bc6ad-a0a5-4b42-982a-3644d393d199,8/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9391665.4873,4488370.6573
1568,0,L'Oreal USA,7080 New Buffington Rd,Elsmere,KY, ,Kenton,NKADD,48,560000,0,25,28,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,59,6,Covington,,,,,,2,FCD8D740-5DD9-4064-995B-CD15D5929B7B,,679e5c59-cc38-496f-868b-ac30cfce166a,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9418529.0819,4719617.1058
1569,0,Architecture Product,1290 Aviation Blvd,Hebron,KY, ,Boone,NKADD,54,30400,0,5,5,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,A62F56B7-0544-4278-A8E6-CD40A4190261,,3fd67fca-1472-4ace-8337-191c5be83441,9/1/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9426573.0832,4733240.7901
1570,560,United Warehousing Company LLC,1800 Kate Ave,Danville,KY,40422-,Boyle,BGADD,"484110, 484121, 484122, 488510, 493110, 493190",355000,6,70,35,0,0,0, , , , ,ATD EST,YES,BLUEGRASS ADD,11,7,Lexington,,,,,,2,1EB6E8F9-EC90-4091-9D7F-CD5649A1623E,,5719d778-cb91-4552-bf3a-b5e6fad6803b,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9440563.7649,4527656.203
1571,0,Dairyman's Supply Co Inc,3114 US 45,Mayfield,KY,42066,Graves,PUADD,"423310, 423330",200000,70,60,8,3,1000,2, , , , ,New MFU,YES,PURCHASE ADD,42,1,Paducah,,,,,,2,E167D8C6-5048-477F-8B4E-CD7255085F46,,381688aa-78c8-4309-b16b-8312e0dab1b4,7/6/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9871406.0844,4398973.3885
1572,1600,Dart Container Corp of Kentucky,975 S Dixie Hwy,Horse Cave,KY,42749-1468,Hart,BRADD,"326140, 326199",3364904,1503,0,156,0,1064,2, , , , , ,YES,BARREN RIVER ADD,50,4,Elizabethtown,,,,,,2,02276A88-A54D-498D-B204-CD95AEEB81DF,,c3ef30ac-c479-43e3-a5e5-5e9ce9735f8d,6/2/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9564563.3418,4462542.1222
1573,1000540,Louisville Processing and Cold Storage,8001 Cane Run Road,Louisville,KY,40258,Jefferson,KIPDA,311612,17000,75,28,14,0,0,0,, , , ,MOVED FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,BE0013C6-4394-47AB-9892-CDA099A5C25E,,bfacdb8f-80af-404d-a50c-91f65329c6b6,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9561937.3684,4599003.2775
1574,1460,Minova North America,150 Summer Court,Georgetown,KY,40324-9303,Scott,BGADD,"325991, 327120",62096,70,10,5,0,0,0, , , , ,"MOVED FEATURE, ATD EST",YES,BLUEGRASS ADD,105,7,Lexington,,,,,,2,7A1CC0B9-AF62-4BBC-A2D4-CDDB1995332A,,dd2b74ca-1961-4a8d-ba5c-13a0e1e5d3c9,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9411670.7802,4607499.5193
1575,422713100,Neff Packaging,20 Kingbrook Parkway,Simpsonville,KY,40067,Shelby,KIPDA,322212,84600,33,24,12,0,0,0, , , , ,2024 UPDATE NAME NAICS SQFT TRUCK BAYS,YES,KIPDA ADD,106,5,Louisville,,,,,,2,45F8F9F3-333F-486D-AFDE-CDEC00976BDE,,6329f75a-bee2-48e7-bf1d-4566d349839e,6/30/2024 12:00:00 AM,,,EMILY.BARTEE,,,-9500415.4785,4610015.1071
1576,8508,Duraflame East LLC,344 Arthur Drive,Somerset,KY,42501-,Pulaski,LCADD,321999,180000,60,45,7,0,0,0, , , , ,MOVED FEATURE,YES,LAKE CUMBERLAND ADD,100,8,Somerset,,,,,,2,6ED7A9D2-2E38-40A5-B1E1-CDEF8BA37284,,6414c3c1-515c-41f8-bc01-8cefa3c766d0,6/29/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9415398.1172,4445924.3807
1577,4023,Armstrong Wood Products,630 Industry Rd,Somerset,KY,42501-7024,Pulaski,LCADD,321918,215000,394,10,5,0,0,0, , , , ,LOCATED FEATURE ESTIMATED NUMBER OF TRUCKS,YES,LAKE CUMBERLAND ADD,100,8,Somerset,,,,,,2,DAFFCC8C-136F-48F4-A20E-CE005A2FD107,,67484572-da19-41f7-b0d8-9f7d78e3f6f9,6/29/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9415156.5879,4446683.7238
1578,0,Constellium Bowling Green LLC,714 Commonwealth Blvd,Bowling Green,KY,42103,Warren,BRADD, ,238002,100,14,7,0,0,0, , , ,0,NEW FEATURE,YES,BARREN RIVER ADD,114,3,Bowling Green,,,,,,2,B717E126-9D8B-4D1F-B78C-CE2C8D7E02C5,,ae05657e-6303-428d-ac32-544a15867292,7/15/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9608645.4459,4444424.7002
1579,2591,Quality Manufacturing Inc,5855 Rockwell Rd,Winchester,KY,40391-8970,Clark,BGADD,"339999, 561910",100000,25,22,11,0,0,0, , , , ,MOVED FEATURE; ATD EST,YES,BLUEGRASS ADD,25,7,Lexington,,,,,,2,4512C6FA-5435-40C9-9619-CE526604460D,,d74bf489-05c4-4aac-be4b-bc3721dd8f14,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9377691.0529,4583099.32
1580,0,"Ingram Micro, Qualis Automotive",1900-1910 International Way,Hebron,KY,41048,Boone,NKADD,423430,300000,0,35,26,0,0,0, , , , ,2 Tenents Industrial Distribution,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,36990680-9FEF-49AE-A368-CE7D014E8235,,aee2c00e-68cb-4e09-8f46-7bb0a90c9c3b,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9429178.3677,4734126.3676
1581,0,"On Time Delivery, Millers Lane Center",2501 Millers Lane,Louisville,KY,40216,Jefferson,KIPDA,531130,175000,0,104,52,0,0,0,, , , ,NAME UPDATED - MULTIPLE TENNANTS,YES,KIPDA ADD,56,5,Louisville,,,,,,2,193B1C55-4861-45E1-960F-CE8EBA1C595C,,b28b38ee-80d4-4709-b4a1-139eb4fbbc22,8/1/2022 12:00:00 AM,,,EMILY.BARTEE,,,-9552008.1489,4610211.8029
1582,4739,Metalsa Structural Products Inc,301 Bill Bryan Blvd,Hopkinsville,KY,42240-6811,Christian,PEADD,336211,424904,673,0,0,0,0,0, , , , ,The main rail spur breakes into 8 different spurs inside the site. The main rail spur breakes into 8 different spurs inside the site. Phone (270) 887-1500,YES,PENNYRILE ADD,24,2,Madisonville,,,,,,2,942A8756-B51C-4E04-9FF0-CE8F6ADEEE37,,2bbb734a-fe22-4c26-8704-4318af7487b6,4/21/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9732933.7778,4414249.2201
1583,10033,ORBIS Corporation,705 Wilson Parkway,Bardstown,KY,40004-,Nelson,LTADD,325211,151000,180,15,10,4,1600,1, , , , ,MOVED FEATURE,YES,LINCOLN TRAIL ADD,90,4,Elizabethtown,,,,,,2,A0617DA9-207F-40FA-82EA-CECD8CDCEB98,,6aa8668d-66fd-402c-a2de-ca1085962d8c,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9515114.2001,4557306.6001
1584,7020,Westlake Vinyl Inc (PVC),230 Johnson Riley Rd,Calvert City,KY,42029,Marshall,PUADD,325211,100000,70,4,4,2,4000,2, , , , ,Estimate,YES,PURCHASE ADD,79,1,Paducah,,,,,,2,F5D85D50-6DD6-4EEA-8A22-CED16105CC40,,e62510cd-d94e-427a-ab65-d72792892891,6/24/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9835136.8283,4445046.968
1585,0,"Hydro Solutions, US Specialties",2203-2211 River Road,Louisville,KY,40206,Jefferson,KIPDA,"444180, 874204",42000,615,18,9,0,0,0,, , , ,UPDATED NAME,YES,KIPDA ADD,56,5,Louisville,,,,,,2,099AC5C3-D108-4BFE-B79F-CF02567F7061,,677c90ab-a359-4217-b35f-ec71571f8ba5,7/11/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9541246.2721,4617862.7683
1586,230918100,NPR of America Inc,680 Wilson Parkway,Bardstown,KY,40004-,Nelson,LTADD,336310,200000,148,5,4,0,0,0, , , , ,MOVED FEATURE,YES,LINCOLN TRAIL ADD,90,4,Elizabethtown,,,,,,2,E1EACAAE-2D92-425B-B547-CF08300B861B,,9984e639-45dc-49e6-8d6d-5a4537f441b4,6/17/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9515541.9,4557148.2999
1587,13063,National Railway Equipment Company,1300 Kentucky Ave,Paducah,KY,42003-1979,McCracken,PUADD,336510,500000,8,4,4,1,10000,6, , , , ,Estimate,YES,PURCHASE ADD,73,1,Paducah,,,,,,2,377FC4FF-C381-4222-AB1F-CF0B3F10DB44,,53f3c006-c423-4150-8964-210557869d78,6/30/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9864083.6209,4450270.7075
1588,117,Clark Distributing Co,104 Fieldview Dr,Versailles,KY,40383-1500,Woodford,BGADD,493190,100000,129,24,12,0,0,0, , , , ,"MOVED FEATURE, ATD EST",YES,BLUEGRASS ADD,120,7,Lexington,,,,,,2,BB6B3927-E433-4AAF-A3E2-CF48A5678532,,2ac24eeb-712f-4cc4-8758-c507fd5b6f02,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9430727.8109,4588231.815
1589,0,Estes Express Lines,1020 Whipple Ct,Lexington,KY,40511,Fayette,BGADD, ,38890,0,120,60,0,0,0, , , , ,NEW FEATURE; ADT EST,YES,BLUEGRASS ADD,34,7,Lexington,,,,,,2,8BEBEB8F-56A8-49AC-935A-CF4D19B3C7D2,,d46a9866-f4a5-4f43-92a4-74cc02723c5b,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9406635.7309,4590783.5681
1590,0,Lincoln Tool & Die,260 Industrial Park Rd,Stanford,KY,40484,Lincoln,BGADD, ,110340,14,4,2,0,0,0, , , , ,NEW FEATURE; ADT EST,YES,BLUEGRASS ADD,69,8,Somerset,,,,,,2,5EC54BDF-73A1-4B4F-93DC-CF7874826D9D,,7f4455d7-135b-40ae-9852-208ab19be6af,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9423171.3532,4513491.8592
1591,0,"Ring Container Technologies LLC, Curvature, Medrano, CHEP",5808 Johnsontown Road,Louisville,KY,40272,Jefferson,KIPDA,326160,370000,0,100,50,0,0,0,, , , ,UPDATED TO REFLECT MULTIPLE TENNANTS,YES,KIPDA ADD,56,5,Louisville,,,,,,2,B60A51BE-189D-4F4C-B967-CFA6BD4A1CFB,,a7fce8ac-e867-4522-91ed-457a20f46e47,8/1/2022 12:00:00 AM,,,EMILY.BARTEE,,,-9560126.0849,4596296.2427
1592,454623900,Heritage Tobacco Group LLC,551 Tapp Rd,Harrodsburg,KY,40330-,Mercer,BGADD,312230,250000,20,12,6,0,0,0, , , , ,"MOVED FEATURE; BLDG_SQ_FT, ATD EST",YES,BLUEGRASS ADD,84,7,Lexington,,,,,,2,5CCF219C-D971-4CA7-B643-D0275A4DCCF2,,63126295-f9bc-49b9-a616-f1fa049e5f4b,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9445629.4893,4548432.0492
1593,2365,Distinct Packabilities,100 Frank E Simon Ave,Shepherdsville,KY,40165-6013,Bullitt,KIPDA,323111,400000,58,12,6,0,0,0,, , , , ,YES,KIPDA ADD,15,5,Louisville,,,,,,2,95E5E308-B29A-4BC2-8219-D045AFD5C853,,cc7a4a1c-c6d8-4763-9cff-0dbd28da270d,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9541591.4669,4578401.3813
1594,1659,Baillie Lumber Co Inc,279 Shaw Station Rd,Leitchfield,KY,42754,Grayson,LTADD,321113,150000,91,20,2,0,0,0, , , , , ,YES,LINCOLN TRAIL ADD,43,4,Elizabethtown,,,,,,2,EABA9A88-6D97-4DD6-A518-D05DA319B25F,,2ce31a4f-05d5-48bb-8cb6-5447c2e88334,6/3/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9603584.4999,4507162.4
1595,0,Pratt Display,41 Logistics Blvd B,Walton,KY, ,Boone,NKADD,32,220000,0,30,30,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,BC62E8B1-B1B4-442B-9278-D0780A2A1BC5,,cf9f5537-642a-49c4-beef-27b7dfb1bd2d,9/1/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9419764.722,4708183.6982
1596,0,Berger Allied Moving & Storage,3410 Robards Court,Louisville,KY,40218,Jefferson,KIPDA,484110,52000,0,16,8,0,0,0, , , , ,2024 UPDATE STREET,YES,KIPDA ADD,56,5,Louisville,,,,,,2,872B271A-BCB4-406C-8FFC-D07879C670A9,,7174066a-f35a-4350-943e-b0fd7e3815ea,6/30/2024 12:00:00 AM,,,EMILY.BARTEE,,,-9539702.2308,4606603.6077
1597,6204,Kentucky Steel Center Inc,1101 Mayde Rd,Berea,KY,40403-9723,Madison,BGADD,423510,128680,65,2,1,0,500,0, , , , ,ATD EST,YES,BLUEGRASS ADD,76,7,Lexington,,,,,,2,A11A93A3-F7A2-41F2-A3D3-D0CBF9D5FEC1,,d2716c5a-3a90-40ac-a5d4-e78629ec2610,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9384861.5378,4524591.122
1598,14438,Veritiv,3500 Langley Dr,Hebron,KY,41048-,Boone,NKADD,493110,500000,117,80,71,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,4BEC34FF-74B1-4DB9-8113-D0D7459FEF38,,9a2b3b0e-2431-47d7-a53f-c1301429f67d,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9429831.1654,4730832.6451
1599,362707909,Macro Plastics Inc,545 Pierce Industrial Road,Shelbyville,KY,40065,Shelby,KIPDA,326199,162000,51,14,7,0,0,0,, , , , ,YES,KIPDA ADD,106,5,Louisville,,,,,,2,DB1A535B-B3AB-4A6C-B652-D0FC4E674CD9,,d8197fb0-c969-4597-9c81-933b80e828b1,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9490806.1199,4607856.6722
1600,3150,Schwan's Global Supply Chain Inc,7605 Empire Dr,Florence,KY,41042-2919,Boone,NKADD,311813,382000,750,30,20,0,0,0, , , , ,MOVED FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,6FA7316E-D3EA-4A37-AF93-D0FE782E385F,,81e575e8-0a5f-43aa-ad56-49a4ab991fe5,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9421571.4237,4718037.2829
1601,0,Logan Corporation,124 Ward Rd,Salyersville,KY,41465,Magoffin,BSADD,336120,124034,50,10,5,0,0,0, , , , ,UPDATED ATTRIBUTES,YES,BIG SANDY ADD,77,10,Jackson,,,,,,2,FB1D2E48-318D-4B55-A171-D136A1364A90,,e06973c2-7118-4566-a64f-61ead1526006,7/18/2022 12:00:00 AM,,,EMILY.BARTEE,,,-9246434.8662,4543385.4766
1602,340607901,Siemens Mobility,939 S. Main St,Marion,KY,42064-1923,Crittenden,PEADD,334290,100000,250,10,5,0,0,0, , , , ,Cganged name from Siemens Rail Automation to Siemens Mobility. MOVED FEATURE,YES,PENNYRILE ADD,28,1,Paducah,,,,,,2,9F41CB24-F546-4E2A-A02C-D1B3311AD235,,76e2be78-0c27-4956-bfd6-6a3a6a5b5813,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9805684.2402,4483319.6643
1603,0,The Habegger Corp,10100 Toebben Dr,Independence,KY,41051,Boone,NKADD, ,51000,15,20,14,0,0,0, , , , ,Multiple Tenents,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,12E90F91-D237-49E4-9BD6-D1C5AC6774C3,,03db67b2-f497-499a-84e8-60c7c7001e2e,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9419398.4933,4715091.8439
1604,0,Dart Container Building 3,975 S Dixie St,Horse Cave,KY,42749,Hart,BRADD,326150,691181,0,128,64,0,0,0, , , , ,NEW FEATURE,YES,BARREN RIVER ADD,50,4,Elizabethtown,,,,,,2,0F8884DF-701A-489A-A84F-D203B6B9E71D,,6b090543-9c85-4dc5-834a-0fbf9690a301,7/16/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9563464.8016,4461163.7421
1605,13855,Yanfeng Automotive Interiors Ltd,7111 Tradeport Road,Louisville,KY,40258-1882,Jefferson,KIPDA,326199,330000,800,38,19,0,0,0,, , , , ,YES,KIPDA ADD,56,5,Louisville,,,,,,2,89EE3554-1585-4509-9DD3-D208358D86B8,,1537831f-410b-462e-abf0-3fa700b8aecd,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9560697.3107,4597044.1174
1606,4101,Vuteq USA inc,100 Carley Dr,Georgetown,KY,40324-9363,Scott,BGADD,327215,240000,120,26,13,0,0,0, , , , ,ATD EST,YES,BLUEGRASS ADD,105,7,Lexington,,,,,,2,C20BAFB6-414F-48A1-B152-D20D54485EEB,,ea42e256-e49b-42b7-a62e-1258dc3f3a25,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9411188.1615,4607497.8993
1607,5040,Papa John's International,2002 Papa John Blvd,Louisville,KY,40299-2367,Jefferson,KIPDA,551114,140000,550,8,4,0,0,0,IP20170096, , , , ,YES,KIPDA ADD,56,5,Louisville,,,,,,2,BF88EC76-7217-437A-B93E-D242DD0EE0B4,,9852feb2-ecd5-42ea-9850-3088add2b7f4,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9521382.9712,4609476.7064
1608,14561,Peerless-Premier Appliance Company,350 Moss Drive,Clinton,KY,42031-,Hickman,PUADD,335221,85000,75,15,5,0,0,0, , , , ,None,YES,PURCHASE ADD,53,1,Paducah,,,,,,2,D860DC6A-E754-4DAC-85CA-D24FA9E4AA3E,,c137ad0d-ae40-4e64-ad8c-2470d1915dfb,6/24/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9907007.7533,4392169.0373
1609,392321003,Tractor Supply Company,100 Raines Dr,Franklin,KY,42134-,Simpson,BRADD,493110,821730,301,0,114,0,0,0, , , , , ,YES,BARREN RIVER ADD,107,3,Bowling Green,,,,,,2,90E660F0-E56F-45B3-B0A6-D24FB702A82A,,77a76000-7ef1-49b6-a05f-8fcf96cdadab,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9630600.7034,4398508.3593
1610,1000259,TransAir Shipping,101 Mallory Dr,Glasgow,KY,42141-,Barren,BRADD,"484110, 541614",84658,10,0,7,0,0,0, , , , ,MOVED FEATURE,YES,BARREN RIVER ADD,5,3,Bowling Green,,,,,,2,DF3EE4C6-22A5-438A-B372-D283064213A6,,26c7d584-c884-43b2-a762-6eb179ce1210,6/2/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9565967.5374,4436776.4608
1611,0,Arca, 7715 National Turnpike,Louisville,KY,40214,Jefferson,KIPDA,624190,175000,0,46,23,0,0,0,IP20080238, , , ,NEW FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,552487E4-6833-45C0-BBC2-D283D8885418,,05360dbb-cf73-4a21-bceb-92a5fa297eed,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9545814.8011,4599079.6974
1612,9682,National Industrial Lumber Co,1360 Durrett Lane,Louisville,KY,40213-2017,Jefferson,KIPDA,"321912, 423310",100000,22,14,7,0,0,0,, , , ,MOVED FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,1729CEAD-16D4-4FC0-90B6-D295FA135229,,61165576-9603-4f92-8854-a2dd128641f0,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9541587.7226,4606364.188
1613,245,Grant County Foods LLC,1125 Dry Ridge Rd,Dry Ridge,KY,41035-7417,Grant,NKADD,424480,47000,100,40,21,0,0,0, , , , ,MOVED FEATURE,YES,NORTHERN KENTUCKY ADD,41,6,Covington,,,,,,2,FF39370C-9CE8-444C-A062-D380EC37EA6D,,2800707a-0e65-4534-937b-cce7362ee190,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9415965.0819,4678260.8595
1614,1000261,Innovacycle LLC,1278 Highway 461,Somerset,KY,42503,Pulaski,LCADD,"561990, 562920",300000,1,10,5,0,0,0, , , , ,LOCATED FEATURE ESTIMATED NUMBER OF TRUCKS,YES,LAKE CUMBERLAND ADD,100,8,Somerset,,,,,,2,BB72D038-451F-4CDB-91D2-D3BD2AC91B67,,57cbf288-a4ad-4bc2-bab8-67b2c81f61bd,6/29/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9404579.0897,4463186.2214
1615,0,Shamrock Technologies,5233 Industrial Park Dr,Henderson,KY,42420-,Henderson,GRADD,"325180, 325910, 325998, 423930",190000,98,0,7,0,0,0, , , , ,ALL INFO UPDATED,YES,GREEN RIVER ADD,51,2,Madisonville,,,,,,2,5AB56448-46C4-48BE-9776-D3E98C8546A4,,7684caf6-9140-4460-bb31-f6a6bf031058,4/21/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9758659.0274,4552127.7878
1616,1312,Berry Global Inc.,1330 Lebanon Road,Danville,KY,40422-9632,Boyle,BGADD,326113,250000,184,30,15,80,2000,3, , , , ,"BLDG_SQ_FT, ATD EST",YES,BLUEGRASS ADD,11,7,Lexington,,,,,,2,ECDFFF27-9A51-48AA-B70C-D3F5E113BFB0,,161bbfdb-f7dd-42e5-948a-ae9cdc7e67fe,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9438927.1627,4528068.0234
1617,0,"Forklift Systems, Laird Plastics, L&W Supply",4300 Chefs Way,Louisville,KY,40218,Jefferson,KIPDA,423830,57000,0,28,14,0,0,0,, , , ,NEW FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,6DB9AEE0-55E2-4601-A0F2-D43B908911B2,,f3440ddb-4668-4221-96e7-72fd6b1a7462,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9537855.9234,4605638.3489
1618,6490,Clariant Corporation,1600 W Hill St,Louisville,KY,40210-1750,Jefferson,KIPDA,551114,950000,105,10,5,0,0,0,, , , ,MOVED FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,C2197B60-AC48-4AF4-ADEB-D444315A708F,,91c7d0fc-8fe4-4235-b906-c7b53f0a014e,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9549174.6028,4611622.459
1619,627907902,Heaven Hill Distilleries Inc,8240 Louisville Rd,Coxs Creek,KY,40013-,Nelson,LTADD,312140,570000,0,0,0,0,0,0, , , , ,LTADD NEEDS TO SURVEY - MULTIPLE BUILDINGS,YES,LINCOLN TRAIL ADD,90,4,Elizabethtown,,,,,,2,99A874EC-B71D-4AB7-82FD-D480CDE5180B,,f8a8430d-e9db-45cf-8e80-0a165b8566cb,6/29/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9515311.7093,4568857.5
1620,0,Balluff Inc,8125 Holton Dr,Independence,KY, ,Kenton,NKADD,81,43000,0,5,5,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,59,6,Covington,,,,,,2,90918FE7-7AEB-4961-9B30-D490C6B5B19D,,b52dcf59-e775-47b0-9437-b170792f2b1b,9/1/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9418413.6981,4718116.6507
1621,440,Amneal Pharmaceuticals,118 Beaver Trail,Glasgow,KY,42141-,Barren,BRADD,325412,117000,146,0,10,0,0,0, , , , ,MOVED FEATURE,YES,BARREN RIVER ADD,5,3,Bowling Green,,,,,,2,318BE890-D07B-4D3A-B50E-D4B3F52C397C,,79b925fe-3b88-47ef-89a6-d135b5a9959b,6/2/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9565419.3324,4443225.0856
1622,0,Ti Automotive Fluid Carrying,1070 KY-356,Cynthiana,KY,41031,Harrison,BGADD, ,153566,0,10,5,0,0,0, , , , ,NEW FEATURE; ADT EST,YES,BLUEGRASS ADD,49,6,Covington,,,,,,2,44326B4E-D8E4-4368-9F05-D4B6575DB0C2,,a56ab67d-bf52-442c-a026-f24f090d770f,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9386742.8639,4635426.1717
1623,0,UPS,659 Park Loop Road,Shepherdsville,KY,40165,Bullitt,KIPDA,"492110, 492210",618000,14,124,62,0,0,0,, , , ,NEW FEATURE,YES,KIPDA ADD,15,5,Louisville,,,,,,2,2D8E43DA-BBBC-465C-9FF9-D4C2A61096FD,,031f2bad-a375-4eb4-b638-13fe746cfe80,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9536680.6872,4575393.4484
1624,1420,Aristech Surfaces LLC,7350 Empire Dr,Florence,KY,41042-2926,Boone,NKADD,238330,245000,250,15,10,3,840,4, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,21FEB1E0-C741-4090-A73E-D4D070F61C60,,8887a3a1-230f-4946-add9-ce34e8070f48,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9419935.1144,4718325.8114
1625,0,McKechnie Vehicle Components,601 John C. Watts Dr,Nicholasville,KY,40356-2161,Jessamine,BGADD,"326199, 332813",124338,0,0,9,0,0,0, , , , ,NEW FEATURE; Second Building of McKechnie Vehicle Components,YES,BLUEGRASS ADD,57,7,Lexington,,,,,,2,093120CD-73F1-4462-9188-D5085260E0BB,,4e7332c5-4e04-487d-be5a-5b43da0ce2b1,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9415122.3279,4559757.3295
